match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.1,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.2,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.3,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.4,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.5,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,0.6,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,4,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.1,Galle Marvels,Colombo Strikers,AD Hales,N Dickwella,NLTC Perera,1,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.2,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,NLTC Perera,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.3,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,NLTC Perera,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.4,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,NLTC Perera,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.5,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,NLTC Perera,2,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,1.6,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,NLTC Perera,4,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.1,Galle Marvels,Colombo Strikers,AD Hales,N Dickwella,B Fernando,1,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.2,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.3,Galle Marvels,Colombo Strikers,N Dickwella,AD Hales,B Fernando,0,0,,,,,,caught,N Dickwella,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.4,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,B Fernando,1,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.5,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,2.6,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,B Fernando,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.1,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,NLTC Perera,1,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.2,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,NLTC Perera,1,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.3,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,NLTC Perera,4,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.4,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,NLTC Perera,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.5,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,NLTC Perera,6,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,3.6,Galle Marvels,Colombo Strikers,TL Seifert,AD Hales,NLTC Perera,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,4.1,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,DN Wellalage,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,4.2,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,DN Wellalage,0,0,,,,,,,,,
1428477,2024,2024-07-15,"R Premadasa Stadium, Colombo",1,4.3,Galle Marvels,Colombo Strikers,AD Hales,TL Seifert,DN Wellalage,0,0,,,,,,caught,AD Hales,,
